Date,source_sheet,Bird,Feeder Visits
2025-11-29,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-11-29,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-11-30,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,0.0
2025-11-30,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,0.0
2025-11-30,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,0.0
2025-11-30,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,0.0
2025-11-30,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,0.0
2025-11-30,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,1.0
2025-11-30,"Essex Fells, NJ 07021 Daily Sum",House Finch,0.0
2025-11-30,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2025-11-30,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,0.0
2025-11-30,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,0.0
2025-11-30,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-11-30,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-11-30,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-01,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,0.0
2025-12-01,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,0.0
2025-12-01,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,1.0
2025-12-01,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,0.0
2025-12-01,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,0.0
2025-12-01,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,0.0
2025-12-01,"Essex Fells, NJ 07021 Daily Sum",House Finch,0.0
2025-12-01,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2025-12-01,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,0.0
2025-12-01,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,0.0
2025-12-01,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-01,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-01,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-02,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,1.0
2025-12-02,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,0.0
2025-12-02,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,2.0
2025-12-02,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,0.0
2025-12-02,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,0.0
2025-12-02,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,0.0
2025-12-02,"Essex Fells, NJ 07021 Daily Sum",House Finch,1.0
2025-12-02,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2025-12-02,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,0.0
2025-12-02,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,1.0
2025-12-02,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-02,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-02,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-03,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,0.0
2025-12-03,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,0.0
2025-12-03,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,0.0
2025-12-03,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,0.0
2025-12-03,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,0.0
2025-12-03,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,0.0
2025-12-03,"Essex Fells, NJ 07021 Daily Sum",House Finch,0.0
2025-12-03,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2025-12-03,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,0.0
2025-12-03,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,0.0
2025-12-03,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-03,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-03,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-03,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-04,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,1.0
2025-12-04,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,0.0
2025-12-04,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,0.0
2025-12-04,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,0.0
2025-12-04,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,0.0
2025-12-04,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,0.0
2025-12-04,"Essex Fells, NJ 07021 Daily Sum",House Finch,0.0
2025-12-04,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2025-12-04,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,0.0
2025-12-04,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,0.0
2025-12-04,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-04,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-04,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-04,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-05,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,0.0
2025-12-05,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,0.0
2025-12-05,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,0.0
2025-12-05,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,0.0
2025-12-05,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,0.0
2025-12-05,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,0.0
2025-12-05,"Essex Fells, NJ 07021 Daily Sum",House Finch,0.0
2025-12-05,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2025-12-05,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,0.0
2025-12-05,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,0.0
2025-12-05,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-05,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-05,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-05,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-06,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,0.0
2025-12-06,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,0.0
2025-12-06,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,0.0
2025-12-06,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,1.0
2025-12-06,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,0.0
2025-12-06,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,0.0
2025-12-06,"Essex Fells, NJ 07021 Daily Sum",House Finch,0.0
2025-12-06,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2025-12-06,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,1.0
2025-12-06,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,0.0
2025-12-06,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-06,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-06,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-06,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-07,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,0.0
2025-12-07,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,0.0
2025-12-07,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,0.0
2025-12-07,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,0.0
2025-12-07,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,0.0
2025-12-07,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,0.0
2025-12-07,"Essex Fells, NJ 07021 Daily Sum",House Finch,0.0
2025-12-07,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2025-12-07,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,0.0
2025-12-07,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,0.0
2025-12-07,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-07,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-07,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-07,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-08,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,0.0
2025-12-08,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,0.0
2025-12-08,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,0.0
2025-12-08,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,0.0
2025-12-08,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,0.0
2025-12-08,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,0.0
2025-12-08,"Essex Fells, NJ 07021 Daily Sum",House Finch,0.0
2025-12-08,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2025-12-08,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,0.0
2025-12-08,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,0.0
2025-12-08,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-08,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-08,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-08,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-09,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,23.0
2025-12-09,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,2.0
2025-12-09,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,118.0
2025-12-09,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,8.0
2025-12-09,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,0.0
2025-12-09,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,1.0
2025-12-09,"Essex Fells, NJ 07021 Daily Sum",House Finch,0.0
2025-12-09,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,58.0
2025-12-09,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,0.0
2025-12-09,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,0.0
2025-12-09,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-09,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-09,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-09,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-10,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,25.0
2025-12-10,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,15.0
2025-12-10,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,122.0
2025-12-10,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,6.0
2025-12-10,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,16.0
2025-12-10,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,16.0
2025-12-10,"Essex Fells, NJ 07021 Daily Sum",House Finch,7.0
2025-12-10,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,45.0
2025-12-10,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,50.0
2025-12-10,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,20.0
2025-12-10,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-10,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-10,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-10,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-11,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,42.0
2025-12-11,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,49.0
2025-12-11,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,64.0
2025-12-11,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,0.0
2025-12-11,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,20.0
2025-12-11,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,26.0
2025-12-11,"Essex Fells, NJ 07021 Daily Sum",House Finch,17.0
2025-12-11,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,29.0
2025-12-11,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,30.0
2025-12-11,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,31.0
2025-12-11,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-11,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-11,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-11,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-12,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,35.0
2025-12-12,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,48.0
2025-12-12,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,212.0
2025-12-12,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,4.0
2025-12-12,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,15.0
2025-12-12,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,27.0
2025-12-12,"Essex Fells, NJ 07021 Daily Sum",House Finch,12.0
2025-12-12,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,46.0
2025-12-12,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,66.0
2025-12-12,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,39.0
2025-12-12,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-12,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-12,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,1.0
2025-12-12,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-13,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,29.0
2025-12-13,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,24.0
2025-12-13,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,143.0
2025-12-13,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,0.0
2025-12-13,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,9.0
2025-12-13,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,29.0
2025-12-13,"Essex Fells, NJ 07021 Daily Sum",House Finch,19.0
2025-12-13,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,37.0
2025-12-13,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,30.0
2025-12-13,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,66.0
2025-12-13,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-13,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-13,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-13,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,44.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,63.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,234.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,13.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,13.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,84.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",House Finch,55.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,15.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,31.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,93.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-14,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,4.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,43.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,19.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,251.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,13.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,11.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,110.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",House Finch,29.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,21.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,25.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,126.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,8.0
2025-12-15,"Essex Fells, NJ 07021 Daily Sum",White-throated Sparrow,3.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,19.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,23.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,353.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,11.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,17.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,39.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",House Finch,12.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,37.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,0.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,196.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,10.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,10.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,12.0
2025-12-16,"Essex Fells, NJ 07021 Daily Sum",White-throated Sparrow,0.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,18.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,10.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,193.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,14.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,12.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,62.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",House Finch,81.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,25.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,6.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,232.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,2.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,2.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,15.0
2025-12-17,"Essex Fells, NJ 07021 Daily Sum",White-throated Sparrow,0.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,20.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,10.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,204.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,16.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,11.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,30.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",House Finch,62.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,31.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,26.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,205.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,1.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,4.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",White-throated Sparrow,0.0
2025-12-18,"Essex Fells, NJ 07021 Daily Sum",Hairy Woodpecker,7.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,23.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,19.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,52.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,19.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,29.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,36.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",House Finch,97.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,10.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,22.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,192.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,0.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",White-throated Sparrow,0.0
2025-12-19,"Essex Fells, NJ 07021 Daily Sum",Hairy Woodpecker,6.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,26.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,23.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,98.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,17.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,20.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,28.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",House Finch,71.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,16.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,2.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,179.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,10.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",White-throated Sparrow,0.0
2025-12-20,"Essex Fells, NJ 07021 Daily Sum",Hairy Woodpecker,9.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,31.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,26.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,54.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,7.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,10.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,32.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",House Finch,72.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,5.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,21.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,159.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,11.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",White-throated Sparrow,0.0
2025-12-21,"Essex Fells, NJ 07021 Daily Sum",Hairy Woodpecker,3.0
2025-12-22,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,30.0
2025-12-22,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,5.0
2025-12-22,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,176.0
